,sex,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,schoolsup_encoded,famsup_encoded,paid_encoded,activities_encoded,nursery_encoded,higher_encoded,internet_encoded,romantic_encoded,school_MS,address_U,famsize_LE3,Pstatus_T,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,G3_prediction
475,1,15,2,2,2,3,0,5,3,2,1,1,4,0,12,13,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
476,1,16,2,1,1,1,0,5,4,3,1,1,5,2,10,8,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
477,0,15,3,3,2,1,0,4,3,3,2,4,3,11,12,10,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
478,1,16,1,1,2,2,3,3,4,3,1,1,1,0,7,7,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
479,1,17,2,2,1,1,0,4,5,3,1,1,5,4,9,9,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
480,1,19,2,3,1,1,1,4,4,4,1,1,2,0,9,9,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
481,1,17,2,1,3,1,0,5,5,3,1,1,3,2,9,10,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
482,1,15,1,1,2,1,0,5,2,1,1,3,4,0,9,10,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
483,1,16,2,2,3,2,0,3,4,5,1,2,1,1,9,10,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
484,1,16,2,2,1,1,0,4,3,4,1,2,1,6,7,7,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
485,1,17,2,2,2,2,0,4,3,5,1,2,4,0,11,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
486,1,16,2,2,1,1,1,4,4,3,1,4,3,1,9,10,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
487,1,18,3,2,2,3,2,3,3,2,1,1,2,6,7,9,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
488,1,19,1,1,1,3,1,5,3,1,1,1,3,6,7,9,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
489,0,18,1,1,2,1,1,4,4,3,3,4,4,0,8,9,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
490,1,18,1,1,2,1,1,3,2,3,1,1,2,4,9,11,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
491,1,19,1,1,2,2,1,1,1,4,4,1,1,12,7,8,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
492,1,16,2,2,1,2,0,3,3,2,1,1,3,2,8,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
493,1,17,0,1,2,1,0,2,4,4,3,5,5,5,9,9,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
494,1,16,1,2,1,2,0,4,4,5,1,3,3,0,8,9,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
495,1,16,3,3,1,1,0,4,5,4,1,1,4,0,14,13,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
496,1,16,1,1,1,1,0,4,4,4,2,2,4,2,14,14,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
497,0,17,3,3,2,4,1,5,4,5,3,4,5,0,10,11,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
498,1,16,2,1,1,2,0,5,3,3,1,1,1,0,14,13,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
499,1,16,2,2,1,1,0,4,2,5,1,2,5,0,17,16,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
500,0,17,1,2,1,1,1,5,3,5,5,5,1,12,6,7,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
501,0,16,4,3,1,1,0,4,2,5,1,5,5,8,14,12,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
502,0,17,2,2,3,4,1,1,3,5,3,5,3,2,10,8,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
503,1,16,1,1,1,4,0,2,2,1,1,1,5,0,14,14,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
504,1,19,2,2,1,3,0,5,4,5,1,1,1,0,12,13,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
505,1,17,1,1,2,1,0,4,4,5,1,2,5,0,11,11,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
506,1,20,3,3,2,2,1,3,3,4,2,4,3,8,11,9,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
507,1,17,1,1,1,3,0,4,3,3,1,1,3,0,11,11,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
508,0,17,2,2,3,1,1,4,4,5,1,2,5,0,10,9,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
509,1,16,1,1,3,2,0,5,3,2,1,1,1,0,16,17,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
510,1,17,2,2,2,2,0,5,3,2,1,1,1,0,15,17,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
511,1,17,1,0,2,2,0,4,4,5,1,1,4,1,11,9,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
512,1,18,1,1,1,2,1,4,3,2,1,1,5,9,7,7,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
513,1,16,3,1,1,1,0,3,1,3,1,3,1,0,8,6,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
514,1,16,3,2,1,1,0,3,1,3,1,4,3,2,7,6,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
515,1,18,1,1,2,2,0,2,3,5,1,4,3,8,9,8,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
516,1,16,4,4,1,2,0,4,3,3,2,3,2,0,14,16,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
517,1,16,1,2,2,1,0,5,4,5,1,4,2,0,14,14,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
518,1,18,2,4,1,2,1,2,3,2,1,3,1,8,8,5,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
519,0,16,2,1,2,2,0,5,2,1,1,1,2,0,8,7,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
520,1,16,1,1,3,2,0,4,3,2,1,3,5,6,6,8,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
521,1,16,2,3,2,2,0,3,3,3,1,1,2,0,8,10,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
522,1,16,4,4,1,2,0,4,3,4,1,2,3,4,8,8,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
523,0,18,4,4,1,4,0,5,5,5,5,5,5,2,5,6,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
524,1,16,3,4,3,2,0,4,2,1,1,1,2,2,7,9,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
525,0,17,4,4,1,3,0,4,4,3,1,2,5,0,15,14,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
526,1,17,4,1,1,1,0,4,2,3,1,2,5,1,13,14,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
527,0,16,2,2,4,3,0,5,1,3,2,2,3,0,10,9,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
528,1,17,2,2,1,1,0,5,1,3,1,2,5,5,9,9,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
529,1,16,4,4,2,1,0,5,1,3,1,2,5,1,11,11,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
530,0,17,3,3,1,1,0,4,1,4,5,5,3,8,7,10,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
531,0,17,1,1,3,2,0,5,1,3,3,3,1,0,10,10,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
532,0,16,2,1,2,2,0,4,2,2,1,4,5,2,9,7,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
533,1,16,2,1,1,2,0,3,2,2,1,1,3,0,14,15,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
534,0,16,4,4,1,1,0,4,1,2,2,5,5,0,11,12,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
535,0,15,1,2,3,2,0,5,5,5,1,3,5,11,9,11,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
536,0,15,2,2,3,4,0,5,4,5,2,3,5,8,13,14,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
537,0,15,2,1,1,1,0,4,3,3,1,2,5,11,12,13,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
538,1,16,2,2,1,3,0,4,3,3,2,2,5,2,11,11,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
539,1,16,4,1,2,2,0,1,2,4,2,2,1,8,9,10,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
540,1,17,3,2,2,1,0,4,3,3,2,2,1,5,9,11,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
541,1,17,2,2,2,2,0,5,1,3,1,1,5,0,11,9,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
542,1,16,4,4,2,3,0,5,3,5,1,4,5,1,10,11,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
543,0,17,4,4,3,1,3,3,3,3,1,3,5,2,9,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
544,0,17,1,3,2,1,0,5,1,2,3,3,5,2,12,11,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
545,0,17,3,4,1,2,1,5,4,4,3,4,5,8,8,9,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
546,1,17,4,4,1,2,0,5,2,5,1,1,5,0,13,15,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
547,0,16,4,1,1,1,0,4,1,2,2,1,2,0,10,11,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
548,1,17,1,1,1,2,0,4,5,5,1,2,3,2,11,10,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
549,1,17,4,2,2,2,0,4,3,3,2,3,5,0,17,18,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
550,0,16,2,2,2,2,0,4,1,2,2,2,5,0,12,13,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
551,0,17,3,2,2,2,0,4,1,2,2,2,1,0,13,14,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
552,0,19,1,1,1,2,2,4,4,3,3,4,4,2,9,9,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
553,0,17,1,0,1,1,0,4,1,2,1,1,5,4,11,11,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
554,1,17,1,1,2,1,0,3,5,5,2,2,4,3,10,11,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1,16,1,2,1,3,0,4,3,4,1,1,3,5,13,14,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
556,0,16,1,2,1,1,0,4,4,4,2,4,5,4,9,10,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
557,1,17,3,1,2,2,3,5,4,4,1,1,5,2,7,9,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
558,0,17,2,2,2,1,0,5,5,5,3,5,5,0,8,13,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
559,0,18,1,0,3,1,1,4,3,2,1,1,4,0,12,12,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
560,0,17,1,1,2,1,0,4,5,5,1,3,2,0,10,9,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
561,0,18,1,1,2,2,0,4,3,3,1,4,5,6,10,9,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,1,16,2,2,1,2,0,5,4,3,1,1,1,0,11,13,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
563,0,17,2,2,1,1,1,1,2,1,2,3,5,0,7,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
564,0,16,3,2,2,1,0,4,5,5,2,3,5,2,11,9,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
565,0,16,1,1,2,1,0,4,5,5,2,4,5,0,10,10,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
566,0,18,1,1,2,1,1,5,3,3,2,3,5,2,9,7,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
567,0,18,3,2,1,1,1,2,3,1,2,2,5,0,4,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
568,0,19,3,2,2,1,3,3,2,1,1,1,3,4,6,11,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
569,0,18,3,3,1,2,2,4,4,5,1,3,3,9,4,8,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
570,0,16,2,2,2,1,0,5,4,3,2,4,4,6,7,8,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
571,0,19,2,1,2,1,3,4,4,3,1,3,5,4,8,9,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
572,1,16,3,2,2,2,2,2,5,5,1,1,1,8,5,5,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
573,1,17,1,1,1,1,0,4,3,2,1,2,5,9,7,9,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
574,0,20,1,1,2,1,1,4,4,3,2,4,4,12,8,11,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
575,1,18,4,3,1,1,0,5,4,4,3,4,2,8,10,11,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
576,0,18,3,2,2,1,0,2,5,5,5,5,5,8,9,10,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
577,0,19,1,1,3,2,1,5,4,4,3,3,2,8,10,9,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
578,0,17,3,3,2,2,1,4,5,4,2,3,3,4,8,9,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
579,0,18,1,3,1,1,0,4,3,3,2,3,3,0,9,10,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
580,0,19,1,1,3,1,1,4,4,4,3,3,5,4,8,9,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
581,1,18,1,2,2,2,2,4,3,3,1,1,5,2,6,8,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
582,1,19,1,1,1,1,0,1,4,4,1,1,5,0,6,8,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
583,1,18,2,2,2,1,1,5,5,5,1,1,3,0,8,6,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
584,1,17,0,0,2,1,0,4,4,3,1,1,5,0,10,11,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
585,1,17,3,1,2,3,0,4,2,3,2,2,3,5,8,7,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
586,1,17,4,2,1,2,0,5,5,5,1,3,5,0,8,8,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
587,1,18,2,2,1,2,1,2,3,3,1,2,4,3,7,6,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
588,1,17,4,1,1,1,0,3,2,2,1,1,5,0,8,10,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
589,1,17,1,2,1,1,0,5,5,1,1,1,3,0,7,10,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590,1,18,1,1,3,2,2,3,4,4,2,2,5,3,7,8,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
591,1,18,2,2,2,2,0,4,3,5,1,1,1,2,12,13,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
592,1,17,3,3,2,1,0,4,4,3,1,1,4,0,11,12,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
593,1,18,1,2,2,2,0,4,4,3,1,2,4,0,12,13,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
594,1,18,4,4,2,2,0,4,3,5,1,2,1,0,18,18,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
595,0,18,4,4,1,1,0,5,4,5,1,1,5,3,17,17,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
596,1,17,4,2,2,2,0,4,3,3,1,2,4,0,17,18,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
597,1,18,2,2,3,2,1,4,3,3,1,1,4,0,9,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
598,0,18,1,2,2,1,0,4,1,4,5,5,1,8,10,11,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
599,0,18,4,4,3,1,0,2,5,5,1,1,1,5,12,13,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
600,0,17,1,1,3,1,0,4,2,3,3,4,4,4,12,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
601,1,18,2,2,2,2,0,1,3,1,1,1,2,4,8,8,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
602,1,18,2,2,2,3,0,5,4,5,1,4,3,0,11,12,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
603,1,18,4,2,1,2,0,5,3,1,1,1,5,0,5,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
604,1,18,1,1,3,2,1,4,4,2,1,2,2,2,9,10,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
605,1,19,1,1,2,1,1,5,5,5,2,3,2,0,5,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
606,1,17,4,2,2,4,0,4,2,3,3,1,5,0,18,18,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
607,1,17,2,1,2,2,0,5,3,3,1,2,2,5,11,11,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
608,1,18,1,1,1,2,0,5,2,3,1,2,3,2,8,10,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
609,1,18,1,2,2,2,0,4,1,1,1,1,4,0,11,11,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610,1,19,1,1,2,2,3,3,5,4,1,4,1,0,8,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
611,1,18,2,2,2,3,0,4,2,1,1,1,4,5,14,14,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
612,0,17,4,3,2,2,1,4,5,5,1,3,2,4,10,11,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
613,1,18,3,3,1,2,0,5,3,4,1,1,5,0,10,10,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
614,1,17,4,4,2,2,0,4,3,3,1,2,5,2,12,12,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
615,1,17,3,2,2,2,0,1,2,3,1,2,5,0,15,14,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
616,0,18,1,1,2,1,0,3,3,2,1,2,3,2,14,13,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
617,1,18,1,1,2,3,0,5,3,2,1,1,4,0,19,17,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
618,1,18,1,2,3,2,0,4,3,4,1,4,5,0,16,15,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
619,1,18,3,3,2,2,0,4,3,2,1,3,3,6,13,12,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
620,1,17,4,4,1,2,0,2,3,4,1,1,1,4,15,14,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
621,1,17,1,2,2,2,0,3,2,2,1,2,3,0,13,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
622,0,18,1,3,2,2,0,3,3,4,2,4,3,0,8,10,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
623,0,18,4,4,2,3,0,4,2,2,2,2,5,0,15,16,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
624,1,17,1,1,3,1,1,5,2,1,1,2,1,0,8,8,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
625,1,18,2,3,2,1,0,5,2,3,1,2,4,0,10,10,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
626,1,18,4,4,3,2,0,3,2,2,4,2,5,0,7,5,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
627,0,18,1,2,3,1,0,4,3,3,2,3,3,3,9,10,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
628,1,17,2,2,1,3,0,3,4,3,1,1,3,8,10,11,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
629,1,17,1,2,1,1,0,3,5,5,1,3,1,4,7,8,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
630,1,18,4,4,2,3,0,5,4,4,1,1,1,0,15,17,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
631,1,18,1,1,4,3,0,4,3,2,1,2,4,4,10,11,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
632,1,19,1,1,2,2,1,4,3,3,1,1,3,4,7,8,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
633,1,18,4,4,1,2,0,5,4,3,3,4,2,1,13,14,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
